index,name,size,type,subtype,alignment,armor_class,hit_points,hit_dice,speed,strength,dexterity,constitution,intelligence,wisdom,charisma,constitution_save,intelligence_save,wisdom_save,history,perception,damage_vulnerabilities,damage_resistances,damage_immunities,condition_immunities,senses,languages,challenge_rating,special_abilities/0/name,special_abilities/0/desc,special_abilities/0/attack_bonus,special_abilities/1/name,special_abilities/1/desc,special_abilities/1/attack_bonus,special_abilities/2/name,special_abilities/2/desc,special_abilities/2/attack_bonus,actions/0/name,actions/0/desc,actions/0/attack_bonus,actions/1/name,actions/1/desc,actions/1/attack_bonus,actions/1/damage_dice,actions/1/damage_bonus,actions/2/name,actions/2/desc,actions/2/attack_bonus,actions/2/damage_dice,actions/2/damage_bonus,actions/3/name,actions/3/desc,actions/3/attack_bonus,legendary_actions/0/name,legendary_actions/0/desc,legendary_actions/0/attack_bonus,legendary_actions/1/name,legendary_actions/1/desc,legendary_actions/1/attack_bonus,legendary_actions/2/name,legendary_actions/2/desc,legendary_actions/2/attack_bonus,url,medicine,religion,actions/0/damage_dice,dexterity_save,charisma_save,stealth,actions/3/damage_dice,actions/3/damage_bonus,actions/4/name,actions/4/desc,actions/4/attack_bonus,actions/5/name,actions/5/desc,actions/5/attack_bonus,actions/5/damage_dice,persuasion,insight,deception,actions/6/name,actions/6/desc,actions/6/attack_bonus,actions/6/damage_dice,arcana,actions/0/damage_bonus,athletics,acrobatics,special_abilities/2/damage_dice,special_abilities/0/damage_dice,strength_save,special_abilities/1/damage_dice,special_abilities/3/name,special_abilities/3/desc,special_abilities/3/attack_bonus,reactions/0/name,reactions/0/desc,reactions/0/attack_bonus,actions/4/damage_dice,actions/4/damage_bonus,actions/5/damage_bonus,survival,special_abilities/4/name,special_abilities/4/desc,special_abilities/4/attack_bonus,investigation,nature,special_abilities/5/name,special_abilities/5/desc,special_abilities/5/attack_bonus,intimidation,legendary_actions/3/name,legendary_actions/3/desc,legendary_actions/3/attack_bonus,legendary_actions/3/damage_dice,legendary_actions/4/name,legendary_actions/4/desc,legendary_actions/4/attack_bonus,performance
304,Weretiger,Medium,humanoid,human,neutral,12,120,16d8,30 ft. (40 ft. in tiger form),17,15,16,10,13,11,,,,,5,,,"bludgeoning, piercing, and slashing damage from nonmagical weapons that aren't silvered",,"darkvision 60 ft., passive Perception 15",Common (can't speak in tiger form),4,Shapechanger,"The weretiger can use its action to polymorph into a tiger-humanoid hybrid or into a tiger, or back into its true form, which is humanoid. Its statistics, other than its size, are the same in each form. Any equipment it is wearing or carrying isn't transformed. It reverts to its true form if it dies.",0,Keen Hearing and Smell,The weretiger has advantage on Wisdom (Perception) checks that rely on hearing or smell.,0,Pounce (Tiger or Hybrid Form Only),"If the weretiger moves at least 15 feet straight toward a creature and then hits it with a claw attack on the same turn, that target must succeed on a DC 14 Strength saving throw or be knocked prone. If the target is prone, the weretiger can make one bite attack against it as a bonus action.",0,Multiattack (Humanoid or Hybrid Form Only),"In humanoid form, the weretiger makes two scimitar attacks or two longbow attacks. In hybrid form, it can attack like a humanoid or make two claw attacks.",0,Bite (Tiger or Hybrid Form Only),"Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 8 (1d10 + 3) piercing damage. If the target is a humanoid, it must succeed on a DC 13 Constitution saving throw or be cursed with weretiger lycanthropy.",5,1d10,3,Claw (Tiger or Hybrid Form Only),"Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 7 (1d8 + 3) slashing damage.",5,1d8,3,Scimitar (Humanoid or Hybrid Form Only),"Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 6 (1d6 + 3) slashing damage.",5,,,,,,,,,,http://www.dnd5eapi.co/api/monsters/304,,,,,,4,1d6,3,Longbow (Humanoid or Hybrid Form Only),"Ranged Weapon Attack: +4 to hit, range 150/600 ft., one target. Hit: 6 (1d8 + 2) piercing damage.",4,,,,,,,,,,,,,,,,,,,,,,,,,,1d8,2,,,,,,,,,,,,,,,,,,,
305,Werewolf,Medium,humanoid,human,chaotic evil,11,58,9d8,30 ft. (40 ft. in wolf form),15,13,14,10,11,10,,,,,4,,,"bludgeoning, piercing, and slashing damage from nonmagical weapons that aren't silvered",,passive Perception 14,Common (can't speak in wolf form),3,Shapechanger,"The werewolf can use its action to polymorph into a wolf-humanoid hybrid or into a wolf, or back into its true form, which is humanoid. Its statistics, other than its AC, are the same in each form. Any equipment it is wearing or carrying isn't transformed. It reverts to its true form if it dies.",0,Keen Hearing and Smell,The werewolf has advantage on Wisdom (Perception) checks that rely on hearing or smell.,0,,,,Multiattack (Humanoid or Hybrid Form Only),The werewolf makes two attacks: one with its bite and one with its claws or spear.,0,Bite (Wolf or Hybrid Form Only),"Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 6 (1d8 + 2) piercing damage. If the target is a humanoid, it must succeed on a DC 12 Constitution saving throw or be cursed with werewolf lycanthropy.",4,1d8,2,Claws (Hybrid Form Only),"Melee Weapon Attack: +4 to hit, reach 5 ft., one creature. Hit: 7 (2d4 + 2) slashing damage.",4,2d4,2,Spear (Humanoid Form Only),"Melee or Ranged Weapon Attack: +4 to hit, reach 5 ft. or range 20/60 ft., one creature. Hit: 5 (1d6 + 2) piercing damage, or 6 (1d8 + 2) piercing damage if used with two hands to make a melee attack.",4,,,,,,,,,,http://www.dnd5eapi.co/api/monsters/305,,,,,,,1d6,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,White Dragon Wyrmling,Medium,dragon,,chaotic evil,16,32,5d8,"30 ft., burrow 15 ft., fly 60 ft., swim 30 ft.",14,10,14,5,10,11,4,,2,,4,,,cold,,"blindsight 10 ft., darkvision 60 ft., passive Perception 14",Draconic,2,,,,,,,,,,Bite,"Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 7 (1d10 + 2) piercing damage plus 2 (1d4) cold damage.",4,Cold Breath (Recharge 5-6),"The dragon exhales an icy blast of hail in a 15-foot cone. Each creature in that area must make a DC 12 Constitution saving throw, taking 22 (5d8) cold damage on a failed save, or half as much damage on a successful one.",0,5d8,,,,,,,,,,,,,,,,,,,http://www.dnd5eapi.co/api/monsters/306,,,1d10 + 1d4,2,2,2,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,Wight,Medium,undead,,neutral evil,14,45,6d8,30 ft.,15,14,16,10,13,15,,,,,3,,,"necrotic; bludgeoning, piercing, and slashing from nonmagical weapons that aren't silvered",poisoned,"darkvision 60 ft., passive Perception 13",the languages it knew in life,3,Sunlight Sensitivity,"While in sunlight, the wight has disadvantage on attack rolls, as well as on Wisdom (Perception) checks that rely on sight.",0,,,,,,,Multiattack,The wight makes two longsword attacks or two longbow attacks. It can use its Life Drain in place of one longsword attack.,0,Life Drain,"Melee Weapon Attack: +4 to hit, reach 5 ft., one creature. Hit: 5 (1d6 + 2) necrotic damage. The target must succeed on a DC 13 Constitution saving throw or its hit point maximum is reduced by an amount equal to the damage taken. This reduction lasts until the target finishes a long rest. The target dies if this effect reduces its hit point maximum to 0.
A humanoid slain by this attack rises 24 hours later as a zombie under the wight's control, unless the humanoid is restored to life or its body is destroyed. The wight can have no more than twelve zombies under its control at one time.",4,1d6,2,Longsword,"Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 6 (1d8 + 2) slashing damage, or 7 (1d10 + 2) slashing damage if used with two hands.",4,1d8,2,Longbow,"Ranged Weapon Attack: +4 to hit, range 150/600 ft., one target. Hit: 6 (1d8 + 2) piercing damage.",4,,,,,,,,,,http://www.dnd5eapi.co/api/monsters/307,,,,,,4,1d8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,Will-o'-Wisp,Tiny,undead,,chaotic evil,19,22,9d4,"0 ft., fly 50 ft. (hover)",1,28,10,13,14,11,,,,,,,"acid, cold, fire, necrotic, thunder; bludgeoning, piercing, and slashing from nonmagical weapons","lightning, poison","exhaustion, grappled, paralyzed, poisoned, prone, restrained, unconscious","darkvision 120 ft., passive Perception 12",the languages it knew in life,2,Consume Life,"As a bonus action, the will-o'-wisp can target one creature it can see within 5 ft. of it that has 0 hit points and is still alive. The target must succeed on a DC 10 Constitution saving throw against this magic or die. If the target dies, the will-o'-wisp regains 10 (3d6) hit points.",0,Ephemeral,The will-o'-wisp can't wear or carry anything.,0,Incorporeal Movement,The will-o'-wisp can move through other creatures and objects as if they were difficult terrain. It takes 5 (1d10) force damage if it ends its turn inside an object.,0,Shock,"Melee Spell Attack: +4 to hit, reach 5 ft., one creature. Hit: 9 (2d8) lightning damage.",4,Invisibility,"The will-o'-wisp and its light magically become invisible until it attacks or uses its Consume Life, or until its concentration ends (as if concentrating on a spell).",0,,,,,,,,,,,,,,,,,,,,http://www.dnd5eapi.co/api/monsters/308,,,2d8,,,,,,,,,,,,,,,,,,,,,,,,,,,,Variable Illumination,The will-o'-wisp sheds bright light in a 5- to 20-foot radius and dim light for an additional number of ft. equal to the chosen radius. The will-o'-wisp can alter the radius as a bonus action.,0,,,,,,,,,,,,,,,,,,,,,,,,
309,Winter Wolf,Large,monstrosity,,neutral evil,13,75,10d10,50 ft.,18,13,14,7,12,8,,,,,5,,,cold,,passive Perception 15,"Common, Giant, Winter Wolf",3,Keen Hearing and Smell,The wolf has advantage on Wisdom (Perception) checks that rely on hearing or smell.,0,Pack Tactics,The wolf has advantage on an attack roll against a creature if at least one of the wolf's allies is within 5 ft. of the creature and the ally isn't incapacitated.,0,Snow Camouflage,The wolf has advantage on Dexterity (Stealth) checks made to hide in snowy terrain.,0,Bite,"Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 11 (2d6 + 4) piercing damage. If the target is a creature, it must succeed on a DC 14 Strength saving throw or be knocked prone.",6,Cold Breath (Recharge 5-6),"The wolf exhales a blast of freezing wind in a 15-foot cone. Each creature in that area must make a DC 12 Dexterity saving throw, taking 18 (4d8) cold damage on a failed save, or half as much damage on a successful one.",0,4d8,,,,,,,,,,,,,,,,,,,http://www.dnd5eapi.co/api/monsters/309,,,2d6,,,3,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,Wolf,Medium,beast,,unaligned,13,11,2d8,40 ft.,12,15,12,3,12,6,,,,,3,,,,,passive Perception 13,,0.25,Keen Hearing and Smell,The wolf has advantage on Wisdom (Perception) checks that rely on hearing or smell.,0,Pack Tactics,The wolf has advantage on an attack roll against a creature if at least one of the wolf's allies is within 5 ft. of the creature and the ally isn't incapacitated.,0,,,,Bite,"Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 7 (2d4 + 2) piercing damage. If the target is a creature, it must succeed on a DC 11 Strength saving throw or be knocked prone.",4,,,,,,,,,,,,,,,,,,,,,,,http://www.dnd5eapi.co/api/monsters/310,,,2d4,,,4,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,Worg,Large,monstrosity,,neutral evil,13,26,4d10,50 ft.,16,13,13,7,11,8,,,,,4,,,,,"darkvision 60 ft., passive Perception 14","Goblin, Worg",0.5,Keen Hearing and Smell,The worg has advantage on Wisdom (Perception) checks that rely on hearing or smell.,0,,,,,,,Bite,"Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 10 (2d6 + 3) piercing damage. If the target is a creature, it must succeed on a DC 13 Strength saving throw or be knocked prone.",5,,,,,,,,,,,,,,,,,,,,,,,http://www.dnd5eapi.co/api/monsters/311,,,2d6,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,Wraith,Medium,undead,,neutral evil,13,67,9d8,"0 ft., fly 60 ft. (hover)",6,16,16,12,14,15,,,,,,,"acid, cold, fire, lightning, thunder; bludgeoning, piercing, and slashing from nonmagical weapons that aren't silvered","necrotic, poison","charmed, exhaustion, grappled, paralyzed, petrified, poisoned, prone, restrained","darkvision 60 ft., passive Perception 12",the languages it knew in life,5,Incorporeal Movement,The wraith can move through other creatures and objects as if they were difficult terrain. It takes 5 (1d10) force damage if it ends its turn inside an object.,0,Sunlight Sensitivity,"While in sunlight, the wraith has disadvantage on attack rolls, as well as on Wisdom (Perception) checks that rely on sight.",0,,,,Life Drain,"Melee Weapon Attack: +6 to hit, reach 5 ft., one creature. Hit: 21 (4d8 + 3) necrotic damage. The target must succeed on a DC 14 Constitution saving throw or its hit point maximum is reduced by an amount equal to the damage taken. This reduction lasts until the target finishes a long rest. The target dies if this effect reduces its hit point maximum to 0.",6,Create Specter,The wraith targets a humanoid within 10 feet of it that has been dead for no longer than 1 minute and died violently. The target's spirit rises as a specter in the space of its corpse or in the nearest unoccupied space. The specter is under the wraith's control. The wraith can have no more than seven specters under its control at one time.,0,,,,,,,,,,,,,,,,,,,,http://www.dnd5eapi.co/api/monsters/312,,,4d8,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,Wyvern,Large,dragon,,unaligned,13,110,13d10,"20 ft., fly 80 ft.",19,10,16,5,12,6,,,,,4,,,,,"darkvision 60 ft., passive Perception 14",,6,,,,,,,,,,Multiattack,"The wyvern makes two attacks: one with its bite and one with its stinger. While flying, it can use its claws in place of one other attack.",0,Bite,"Melee Weapon Attack: +7 to hit, reach 10 ft., one creature. Hit: 11 (2d6 + 4) piercing damage.",7,2d6,4,Claws,"Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: 13 (2d8 + 4) slashing damage.",7,2d8,4,Stinger,"Melee Weapon Attack: +7 to hit, reach 10 ft., one creature. Hit: 11 (2d6 + 4) piercing damage. The target must make a DC 15 Constitution saving throw, taking 24 (7d6) poison damage on a failed save, or half as much damage on a successful one.",7,,,,,,,,,,http://www.dnd5eapi.co/api/monsters/313,,,,,,,2d6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,Xorn,Medium,elemental,,neutral,19,73,7d8,"20 ft., burrow 20 ft.",17,10,22,11,10,11,,,,,6,,piercing and slashing from nonmagical weapons that aren't adamantine,,,"darkvision 60 ft., tremorsense 60 ft., passive Perception 16",Terran,5,Earth Glide,"The xorn can burrow through nonmagical, unworked earth and stone. While doing so, the xorn doesn't disturb the material it moves through.",0,Stone Camouflage,The xorn has advantage on Dexterity (Stealth) checks made to hide in rocky terrain.,0,Treasure Sense,"The xorn can pinpoint, by scent, the location of precious metals and stones, such as coins and gems, within 60 ft. of it.",0,Multiattack,The xorn makes three claw attacks and one bite attack.,0,Bite,"Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 13 (3d6 + 3) piercing damage.",6,3d6,3,Claw,"Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 6 (1d6 + 3) slashing damage.",6,1d6,3,,,,,,,,,,,,,http://www.dnd5eapi.co/api/monsters/314,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,Young Black Dragon,Large,dragon,,chaotic evil,18,127,15d10,"40 ft., fly 80 ft., swim 40 ft.",19,14,17,12,11,15,6,,3,,6,,,acid,,"blindsight 30 ft., darkvision 120 ft., passive Perception 16","Common, Draconic",7,Amphibious,The dragon can breathe air and water.,0,,,,,,,Multiattack,The dragon makes three attacks: one with its bite and two with its claws.,0,Bite,"Melee Weapon Attack: +7 to hit, reach 10 ft., one target. Hit: 15 (2d10 + 4) piercing damage plus 4 (1d8) acid damage.",7,2d10 + 1d8,4,Claw,"Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: 11 (2d6 + 4) slashing damage.",7,2d6,4,Acid Breath (Recharge 5-6),"The dragon exhales acid in a 30-foot line that is 5 feet wide. Each creature in that line must make a DC 14 Dexterity saving throw, taking 49 (11d8) acid damage on a failed save, or half as much damage on a successful one.",0,,,,,,,,,,http://www.dnd5eapi.co/api/monsters/315,,,,5,5,5,11d8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,Young Blue Dragon,Large,dragon,,lawful evil,18,152,16d10,"40 ft., burrow 40 ft., fly 80 ft.",21,10,19,14,13,17,8,,5,,9,,,lightning,,"blindsight 30 ft., darkvision 120 ft., passive Perception 19","Common, Draconic",9,,,,,,,,,,Multiattack,The dragon makes three attacks: one with its bite and two with its claws.,0,Bite,"Melee Weapon Attack: +9 to hit, reach 10 ft., one target. Hit: 16 (2d10 + 5) piercing damage plus 5 (1d10) lightning damage.",9,2d10 + 1d10,5,Claw,"Melee Weapon Attack: +9 to hit, reach 5 ft., one target. Hit: 12 (2d6 + 5) slashing damage.",9,2d6,5,Lightning Breath (Recharge 5-6),"The dragon exhales lightning in an 60-foot line that is 5 feet wide. Each creature in that line must make a DC 16 Dexterity saving throw, taking 55 (10d10) lightning damage on a failed save, or half as much damage on a successful one.",0,,,,,,,,,,http://www.dnd5eapi.co/api/monsters/316,,,,4,7,4,10d10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,Young Brass Dragon,Large,dragon,,chaotic good,17,110,13d10,"40 ft., burrow 20 ft., fly 80 ft.",19,10,17,12,11,15,6,,3,,6,,,fire,,"blindsight 30 ft., darkvision 120 ft., passive Perception 16","Common, Draconic",6,,,,,,,,,,Multiattack,The dragon makes three attacks: one with its bite and two with its claws.,0,Bite,"Melee Weapon Attack: +7 to hit, reach 10 ft., one target. Hit: 15 (2d10 + 4) piercing damage.",7,2d10,4,Claw,"Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: 11 (2d6 + 4) slashing damage.",7,2d6,4,Breath Weapons (Recharge 5-6),"The dragon uses one of the following breath weapons.
Fire Breath. The dragon exhales fire in a 40-foot line that is 5 feet wide. Each creature in that line must make a DC 14 Dexterity saving throw, taking 42 (12d6) fire damage on a failed save, or half as much damage on a successful one.
Sleep Breath. The dragon exhales sleep gas in a 30-foot cone. Each creature in that area must succeed on a DC 14 Constitution saving throw or fall unconscious for 5 minutes. This effect ends for a creature if the creature takes damage or someone uses an action to wake it.",0,,,,,,,,,,http://www.dnd5eapi.co/api/monsters/317,,,,3,5,3,12d6,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,Young Bronze Dragon,Large,dragon,,lawful good,18,142,15d10,"40 ft., fly 80 ft., swim 40 ft.",21,10,19,14,13,17,7,,4,,7,,,lightning,,"blindsight 30 ft., darkvision 120 ft., passive Perception 17","Common, Draconic",8,Amphibious,The dragon can breathe air and water.,0,,,,,,,Multiattack,The dragon makes three attacks: one with its bite and two with its claws.,0,Bite,"Melee Weapon Attack: +8 to hit, reach 10 ft., one target. Hit: 16 (2d10 + 5) piercing damage.",8,2d10,5,Claw,"Melee Weapon Attack: +8 to hit, reach 5 ft., one target. Hit: 12 (2d6 + 5) slashing damage.",8,2d6,5,Breath Weapons (Recharge 5-6),"The dragon uses one of the following breath weapons.
Lightning Breath. The dragon exhales lightning in a 60-foot line that is 5 feet wide. Each creature in that line must make a DC 15 Dexterity saving throw, taking 55 (10d10) lightning damage on a failed save, or half as much damage on a successful one.
Repulsion Breath. The dragon exhales repulsion energy in a 30-foot cone. Each creature in that area must succeed on a DC 15 Strength saving throw. On a failed save, the creature is pushed 40 feet away from the dragon.",0,,,,,,,,,,http://www.dnd5eapi.co/api/monsters/318,,,,3,6,3,10d10,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
